YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,3831,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,38373,0,173,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,45199,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,8,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,83572,0,371,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,87,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,2712,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,24568,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,7,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,17783,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,8846,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,8236,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,21291,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W03,40058,0,2270,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,23,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,52499,0,2120,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,183,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,92557,0,4390,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,206,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,3640,0,95,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,30221,0,1157,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,18548,0,864,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,52,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,7107,0,453,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7243,0,503,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,25708,0,1314,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,13766,0,6161,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,1159,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,2681,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,13481,0,11066,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,27247,0,17227,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,3840,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,104,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,1283,0,690,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,1593,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,7646,0,6191,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,983,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4530,0,4142,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,1689,0,1666,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,619,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,1605,0,1296,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,364,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,10472,0,3199,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,1293,0,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,5272,0,32576,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,11615,0,45154,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,383,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,0,0,1,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,16887,0,77730,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,0,1,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,1676,0,0,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,911,0,2668,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W05,6403,0,25104,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,0,0,1,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,132,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,4251,0,17263,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,1591,0,7853,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,36,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1223,0,6880,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W05,2458,0,17843,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,1212,0,0,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,614,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W06,5749,0,36627,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,1731,0,75,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W06,10094,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2211,0,7,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,7836,0,50024,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W06,10708,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,3942,0,82,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,13585,0,86651,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,2275,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,601,0,3354,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W06,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W06,1260,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,4356,0,28761,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,5264,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,855,0,6,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W06,2835,0,17825,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,2537,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,601,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W06,1388,0,6902,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,309,0,5,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,9,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W06,1435,0,6463,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,440,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,982,0,65,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W06,2926,0,23262,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W07,2379,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W07,22182,0,19849,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2344,0,2,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,1534,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,30017,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,4312,0,18996,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W07,3913,0,196,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W07,32361,0,3,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,26494,0,38845,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W07,3626,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,277,0,1637,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W07,2362,0,10608,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,812,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,17050,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,1633,0,6720,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,9278,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W07,1495,0,2745,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,513,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,2261,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,70,0,1,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,592,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,2706,0,3104,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W07,17981,0,14000,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W07,13,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,1274,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,4677,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W08,2691,0,1082,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,39326,0,5496,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,1786,0,2663,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,52752,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,4391,0,11340,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W08,43717,0,16836,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W08,57429,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,4477,0,3745,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,254,0,898,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,7317,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W08,137,0,112,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,835,0,1581,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,29723,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W08,2290,0,6193,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,809,0,969,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,15584,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,1805,0,4198,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W08,1961,0,1687,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,956,0,608,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4424,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W08,3671,0,1272,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,918,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W08,231,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W08,33694,0,2537,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,817,0,309,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,22,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W09,83002,0,5465,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,5456,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W09,4490,0,1215,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,48610,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,3221,0,185,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,7313,0,7609,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W09,7711,0,1400,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,90315,0,13074,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W09,54066,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,430,0,600,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,5500,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W09,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
