00000010,1,0
00000100,0,0
00000001,0,0
00100000,1,1
00000100,0,0
00000100,0,0
00010000,0,1
00000100,0,0
01000000,0,1
01000000,0,1
00001000,1,0
00010000,0,1
00000001,0,0
10000000,1,1
00100000,1,1
00100000,1,1
00000001,0,0
01000000,0,1
00000100,0,0
01000000,0,1
00001000,1,0
10000000,1,1
00000010,1,0
00010000,0,1
00000010,1,0
00010000,0,1
00000001,0,0
00000001,0,0
00001000,1,0
01000000,0,1
01000000,0,1
00001000,1,0
00001000,1,0
00000100,0,0
00000001,0,0
00010000,0,1
00000001,0,0
00000010,1,0
01000000,0,1
00000100,0,0
00000100,0,0
00100000,1,1
01000000,0,1
00001000,1,0
00000100,0,0
00010000,0,1
00000001,0,0
00000100,0,0
00001000,1,0
01000000,0,1
00010000,0,1
00100000,1,1
00000010,1,0
00001000,1,0
00001000,1,0
00000001,0,0
00001000,1,0
00100000,1,1
00010000,0,1
00010000,0,1
00000001,0,0
00000001,0,0
10000000,1,1
00001000,1,0
00000100,0,0
00010000,0,1
00100000,1,1
01000000,0,1
00000001,0,0
00001000,1,0
00000010,1,0
10000000,1,1
00001000,1,0
00010000,0,1
00001000,1,0
01000000,0,1
00000010,1,0
00000010,1,0
00010000,0,1
00010000,0,1
00000100,0,0
10000000,1,1
10000000,1,1
00000010,1,0
01000000,0,1
00000010,1,0
00010000,0,1
10000000,1,1
00010000,0,1
00010000,0,1
00001000,1,0
00100000,1,1
01000000,0,1
00000100,0,0
01000000,0,1
01000000,0,1
00000001,0,0
10000000,1,1
00000100,0,0
00000001,0,0
00000100,0,0
00000100,0,0
00001000,1,0
00000100,0,0
00010000,0,1
00100000,1,1
00100000,1,1
01000000,0,1
10000000,1,1
00000010,1,0
00000100,0,0
10000000,1,1
00100000,1,1
00000100,0,0
00001000,1,0
10000000,1,1
01000000,0,1
01000000,0,1
10000000,1,1
00001000,1,0
01000000,0,1
00000100,0,0
01000000,0,1
01000000,0,1
00100000,1,1
00100000,1,1
10000000,1,1
00000100,0,0
10000000,1,1
00000010,1,0
00000100,0,0
00000001,0,0
00000001,0,0
00100000,1,1
00001000,1,0
10000000,1,1
10000000,1,1
10000000,1,1
00100000,1,1
00000001,0,0
00000010,1,0
00001000,1,0
00100000,1,1
00001000,1,0
00000100,0,0
00001000,1,0
10000000,1,1
00001000,1,0
00010000,0,1
00100000,1,1
00001000,1,0
00000010,1,0
00100000,1,1
01000000,0,1
00100000,1,1
00010000,0,1
00000010,1,0
00000001,0,0
00001000,1,0
10000000,1,1
10000000,1,1
00001000,1,0
00001000,1,0
00001000,1,0
00000001,0,0
00000010,1,0
01000000,0,1
00010000,0,1
00100000,1,1
00100000,1,1
00001000,1,0
01000000,0,1
00001000,1,0
00000100,0,0
01000000,0,1
00000100,0,0
00000001,0,0
00010000,0,1
00010000,0,1
00001000,1,0
10000000,1,1
00001000,1,0
10000000,1,1
00100000,1,1
00000001,0,0
00010000,0,1
10000000,1,1
00000010,1,0
00100000,1,1
00000010,1,0
00000010,1,0
00100000,1,1
10000000,1,1
00000010,1,0
00100000,1,1
00000001,0,0
00000001,0,0
00000001,0,0
01000000,0,1
00000001,0,0
00000100,0,0
00000100,0,0
00010000,0,1
00010000,0,1
00000010,1,0
10000000,1,1
00010000,0,1
00001000,1,0
00000100,0,0
00010000,0,1
00010000,0,1
00010000,0,1
00000010,1,0
00100000,1,1
00010000,0,1
00000100,0,0
10000000,1,1
00000100,0,0
00010000,0,1
00000001,0,0
00010000,0,1
01000000,0,1
00100000,1,1
01000000,0,1
00000010,1,0
00100000,1,1
00001000,1,0
00001000,1,0
00000001,0,0
00000001,0,0
00010000,0,1
00001000,1,0
01000000,0,1
00100000,1,1
00000010,1,0
10000000,1,1
00000100,0,0
00001000,1,0
00000010,1,0
00001000,1,0
00000100,0,0
00000100,0,0
00100000,1,1
00000001,0,0
00100000,1,1
00100000,1,1
00001000,1,0
01000000,0,1
00100000,1,1
01000000,0,1
01000000,0,1
00000001,0,0
00000010,1,0
00010000,0,1
00000001,0,0
00000010,1,0
00000010,1,0
10000000,1,1
00000010,1,0
00010000,0,1
01000000,0,1
00100000,1,1
00010000,0,1
00010000,0,1
00010000,0,1
00000010,1,0
00000100,0,0
10000000,1,1
01000000,0,1
00010000,0,1
00000010,1,0
00000001,0,0
10000000,1,1
00000100,0,0
00000100,0,0
00100000,1,1
00000001,0,0
00100000,1,1
00000100,0,0
01000000,0,1
10000000,1,1
00000100,0,0
10000000,1,1
00000001,0,0
00000100,0,0
00100000,1,1
00010000,0,1
00000001,0,0
00000100,0,0
00010000,0,1
00000100,0,0
00000100,0,0
01000000,0,1
01000000,0,1
00000010,1,0
00100000,1,1
00000100,0,0
00000010,1,0
10000000,1,1
00000001,0,0
00000100,0,0
01000000,0,1
00000100,0,0
00000001,0,0
00000001,0,0
00010000,0,1
10000000,1,1
10000000,1,1
01000000,0,1
01000000,0,1
10000000,1,1
00000001,0,0
00000100,0,0
00000001,0,0
00100000,1,1
01000000,0,1
00000010,1,0
01000000,0,1
01000000,0,1
00000010,1,0
00010000,0,1
00010000,0,1
10000000,1,1
10000000,1,1
00000001,0,0
10000000,1,1
00000001,0,0
10000000,1,1
00000010,1,0
00001000,1,0
00000100,0,0
00100000,1,1
00001000,1,0
00001000,1,0
00000010,1,0
00000010,1,0
00000100,0,0
01000000,0,1
00000100,0,0
00000010,1,0
00000100,0,0
01000000,0,1
00010000,0,1
01000000,0,1
10000000,1,1
00000001,0,0
00001000,1,0
00000100,0,0
00000100,0,0
00000010,1,0
00000100,0,0
00000010,1,0
00000001,0,0
00000100,0,0
00000001,0,0
01000000,0,1
00000010,1,0
01000000,0,1
00000010,1,0
00010000,0,1
00001000,1,0
00000010,1,0
10000000,1,1
00000001,0,0
00100000,1,1
01000000,0,1
00000010,1,0
00100000,1,1
00001000,1,0
00100000,1,1
00100000,1,1
00000100,0,0
00000001,0,0
00010000,0,1
00010000,0,1
00100000,1,1
00010000,0,1
00001000,1,0
00010000,0,1
10000000,1,1
00100000,1,1
00100000,1,1
00000100,0,0
00000001,0,0
00000001,0,0
00000001,0,0
10000000,1,1
10000000,1,1
00010000,0,1
00001000,1,0
00001000,1,0
00000010,1,0
00010000,0,1
00000010,1,0
00000010,1,0
00010000,0,1
00100000,1,1
00100000,1,1
00001000,1,0
10000000,1,1
10000000,1,1
10000000,1,1
00100000,1,1
00001000,1,0
10000000,1,1
00001000,1,0
00010000,0,1
00100000,1,1
00000001,0,0
10000000,1,1
01000000,0,1
00010000,0,1
10000000,1,1
10000000,1,1
00000001,0,0
01000000,0,1
00000100,0,0
00100000,1,1
00000010,1,0
00001000,1,0
00000010,1,0
00000010,1,0
10000000,1,1
00000001,0,0
00000100,0,0
01000000,0,1
00001000,1,0
00000100,0,0
00001000,1,0
10000000,1,1
00001000,1,0
00000010,1,0
00001000,1,0
00000001,0,0
01000000,0,1
00100000,1,1
00000010,1,0
00000010,1,0
00010000,0,1
00000010,1,0
01000000,0,1
00001000,1,0
00100000,1,1
00010000,0,1
01000000,0,1
00000010,1,0
00000001,0,0
01000000,0,1
01000000,0,1
01000000,0,1
01000000,0,1
00001000,1,0
00001000,1,0
00001000,1,0
00000010,1,0
00000010,1,0
00000100,0,0
10000000,1,1
00010000,0,1
00100000,1,1
00001000,1,0
00001000,1,0
00000010,1,0
00000001,0,0
00000100,0,0
00000001,0,0
00010000,0,1
01000000,0,1
00000100,0,0
00010000,0,1
01000000,0,1
00000001,0,0
01000000,0,1
00001000,1,0
00100000,1,1
00000010,1,0
00000010,1,0
00000001,0,0
00100000,1,1
00100000,1,1
00000100,0,0
00000010,1,0
00000010,1,0
01000000,0,1
00001000,1,0
00000001,0,0
00000100,0,0
00001000,1,0
00000010,1,0
00100000,1,1
00000001,0,0
10000000,1,1
00010000,0,1
10000000,1,1
00010000,0,1
00000001,0,0
00100000,1,1
00000100,0,0
10000000,1,1
